Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season,FirstName
1988,Seoul,Athletics,Athletics,"CAMERON, Bertland",JAM,Men,4X400M Relay,Silver,Summer,Bertland
1988,Seoul,Athletics,Athletics,"DAVIS, Howard",JAM,Men,4X400M Relay,Silver,Summer,Howard
1988,Seoul,Athletics,Athletics,"GRAHAM, Winthrop",JAM,Men,4X400M Relay,Silver,Summer,Winthrop
1988,Seoul,Athletics,Athletics,"MORRIS, Devon",JAM,Men,4X400M Relay,Silver,Summer,Devon
1988,Seoul,Athletics,Athletics,"BUSCH, Sabine",GDR,Women,4X400M Relay,Bronze,Summer,Sabine
1988,Seoul,Athletics,Athletics,"EMMELMANN, Kirsten",GDR,Women,4X400M Relay,Bronze,Summer,Kirsten
1988,Seoul,Athletics,Athletics,"MÜLLER, Petra",GDR,Women,4X400M Relay,Bronze,Summer,Petra
1988,Seoul,Athletics,Athletics,"NEUBAUER, Dagmar",GDR,Women,4X400M Relay,Bronze,Summer,Dagmar
1988,Seoul,Athletics,Athletics,"BRYZGINA, Olga",URS,Women,4X400M Relay,Gold,Summer,Olga
1988,Seoul,Athletics,Athletics,"LEDOVSKAYA, Tatiana",URS,Women,4X400M Relay,Gold,Summer,Tatiana
1988,Seoul,Athletics,Athletics,"NAZAROVA, Olga",URS,Women,4X400M Relay,Gold,Summer,Olga
1988,Seoul,Athletics,Athletics,"PINIGINA, Mariya",URS,Women,4X400M Relay,Gold,Summer,Mariya
1988,Seoul,Athletics,Athletics,"BRISCO-HOOKS, Valerie Ann",USA,Women,4X400M Relay,Silver,Summer,Valerie
1988,Seoul,Athletics,Athletics,"DIXON, Diane Lynn",USA,Women,4X400M Relay,Silver,Summer,Diane
1988,Seoul,Athletics,Athletics,"GRIFFITH-JOYNER, Florence",USA,Women,4X400M Relay,Silver,Summer,Florence
1988,Seoul,Athletics,Athletics,"HOWARD-HILL, Denean Elizabeth",USA,Women,4X400M Relay,Silver,Summer,Denean
1988,Seoul,Athletics,Athletics,"KUNZE, Hansjörg",GDR,Men,5000M,Bronze,Summer,Hansjörg
1988,Seoul,Athletics,Athletics,"NGUGI, John",KEN,Men,5000M,Gold,Summer,John
1988,Seoul,Athletics,Athletics,"BAUMANN, Dieter",FRG,Men,5000M,Silver,Summer,Dieter
1988,Seoul,Athletics,Athletics,"GAUDER, Hartwig",GDR,Men,50KM Walk,Bronze,Summer,Hartwig
1988,Seoul,Athletics,Athletics,"IVANENKO, Vyacheslav",URS,Men,50KM Walk,Gold,Summer,Vyacheslav
1988,Seoul,Athletics,Athletics,"WEIGEL, Ronald",GDR,Men,50KM Walk,Silver,Summer,Ronald
1988,Seoul,Athletics,Athletics,"AOUITA, Said",MAR,Men,800M,Bronze,Summer,Said
1988,Seoul,Athletics,Athletics,"ERENG, Paul",KEN,Men,800M,Gold,Summer,Paul
1988,Seoul,Athletics,Athletics,"CRUZ, Joaquim",BRA,Men,800M,Silver,Summer,Joaquim
1988,Seoul,Athletics,Athletics,"GALLAGHER, Kimberley Ann",USA,Women,800M,Bronze,Summer,Kimberley
1988,Seoul,Athletics,Athletics,"WODARS, Sigrun",GDR,Women,800M,Gold,Summer,Sigrun
1988,Seoul,Athletics,Athletics,"WACHTEL, Christine",GDR,Women,800M,Silver,Summer,Christine
1988,Seoul,Athletics,Athletics,"STEEN, David",CAN,Men,Decathlon,Bronze,Summer,David
1988,Seoul,Athletics,Athletics,"SCHENK, Christian",GDR,Men,Decathlon,Gold,Summer,Christian
1988,Seoul,Athletics,Athletics,"VOSS, Torsten",GDR,Men,Decathlon,Silver,Summer,Torsten
1988,Seoul,Athletics,Athletics,"DANNEBERG, Rolf",FRG,Men,Discus Throw,Bronze,Summer,Rolf
1988,Seoul,Athletics,Athletics,"SCHULT, Jürgen",GDR,Men,Discus Throw,Gold,Summer,Jürgen
1988,Seoul,Athletics,Athletics,"UBARTAS, Romas",URS,Men,Discus Throw,Silver,Summer,Romas
1988,Seoul,Athletics,Athletics,"KHRISTOVA, Tzvetanka Pavlova",BUL,Women,Discus Throw,Bronze,Summer,Tzvetanka
1988,Seoul,Athletics,Athletics,"HELLMANN, Martina",GDR,Women,Discus Throw,Gold,Summer,Martina
1988,Seoul,Athletics,Athletics,"GANSKY, Diana",GDR,Women,Discus Throw,Silver,Summer,Diana
1988,Seoul,Athletics,Athletics,"TAMM, Yuri",URS,Men,Hammer Throw,Bronze,Summer,Yuri
1988,Seoul,Athletics,Athletics,"LITVINOV, Sergei",URS,Men,Hammer Throw,Gold,Summer,Sergei
1988,Seoul,Athletics,Athletics,"SEDYKH, Yuri",URS,Men,Hammer Throw,Silver,Summer,Yuri
1988,Seoul,Athletics,Athletics,"BEHMER, Anke",GDR,Women,Heptathlon,Bronze,Summer,Anke
1988,Seoul,Athletics,Athletics,"JOYNER-KERSEE, Jackie",USA,Women,Heptathlon,Gold,Summer,Jackie
1988,Seoul,Athletics,Athletics,"JOHN, Sabine",GDR,Women,Heptathlon,Silver,Summer,Sabine
1988,Seoul,Athletics,Athletics,"POVARNITSIN, Rudolf",URS,Men,High Jump,Bronze,Summer,Rudolf
1988,Seoul,Athletics,Athletics,"SJÖBERG, Patrick",SWE,Men,High Jump,Bronze,Summer,Patrick
1988,Seoul,Athletics,Athletics,"AVDEENKO, Gennadi",URS,Men,High Jump,Gold,Summer,Gennadi
1988,Seoul,Athletics,Athletics,"CONWAY, Hollis",USA,Men,High Jump,Silver,Summer,Hollis
1988,Seoul,Athletics,Athletics,"BYKOVA, Tamara",URS,Women,High Jump,Bronze,Summer,Tamara
1988,Seoul,Athletics,Athletics,"RITTER, Dorothy Louise",USA,Women,High Jump,Gold,Summer,Dorothy
1988,Seoul,Athletics,Athletics,"KOSTADINOVA, Stefka",BUL,Women,High Jump,Silver,Summer,Stefka
1988,Seoul,Athletics,Athletics,"RATY, Seppo Henrik",FIN,Men,Javelin Throw,Bronze,Summer,Seppo
1988,Seoul,Athletics,Athletics,"KORJUS, Tapio",FIN,Men,Javelin Throw,Gold,Summer,Tapio
1988,Seoul,Athletics,Athletics,"ZELEZNY, Jan",TCH,Men,Javelin Throw,Silver,Summer,Jan
1988,Seoul,Athletics,Athletics,"KOCH, Beate",GDR,Women,Javelin Throw,Bronze,Summer,Beate
1988,Seoul,Athletics,Athletics,"FELKE-MEIER, Petra",GDR,Women,Javelin Throw,Gold,Summer,Petra
1988,Seoul,Athletics,Athletics,"WHITBREAD, Fatima",GBR,Women,Javelin Throw,Silver,Summer,Fatima
1988,Seoul,Athletics,Athletics,"MYRICKS, Lawrence Ellwyne",USA,Men,Long Jump,Bronze,Summer,Lawrence
1988,Seoul,Athletics,Athletics,"LEWIS, Carl",USA,Men,Long Jump,Gold,Summer,Carl
1988,Seoul,Athletics,Athletics,"POWELL, Michael Anthony",USA,Men,Long Jump,Silver,Summer,Michael
1988,Seoul,Athletics,Athletics,"CHISTYAKOVA, Galina",URS,Women,Long Jump,Bronze,Summer,Galina
1988,Seoul,Athletics,Athletics,"JOYNER-KERSEE, Jackie",USA,Women,Long Jump,Gold,Summer,Jackie
1988,Seoul,Athletics,Athletics,"DRECHSLER, Heike",GDR,Women,Long Jump,Silver,Summer,Heike
1988,Seoul,Athletics,Athletics,"AHMED SALAH, Hussein",DJI,Men,Marathon,Bronze,Summer,Hussein
1988,Seoul,Athletics,Athletics,"BORDIN, Gelindo",ITA,Men,Marathon,Gold,Summer,Gelindo
1988,Seoul,Athletics,Athletics,"WAKIIHURI, Douglas",KEN,Men,Marathon,Silver,Summer,Douglas
1988,Seoul,Athletics,Athletics,"DÖRRE, Katrin",GDR,Women,Marathon,Bronze,Summer,Katrin
1988,Seoul,Athletics,Athletics,"MOTA, Rosa",POR,Women,Marathon,Gold,Summer,Rosa
1988,Seoul,Athletics,Athletics,"MARTIN-ONDIEKI-O'DEA, Lisa",AUS,Women,Marathon,Silver,Summer,Lisa
1988,Seoul,Athletics,Athletics,"EGOROV, Grigori",URS,Men,Pole Vault,Bronze,Summer,Grigori
1988,Seoul,Athletics,Athletics,"BUBKA, Sergey",URS,Men,Pole Vault,Gold,Summer,Sergey
1988,Seoul,Athletics,Athletics,"GATAULLIN, Rodion",URS,Men,Pole Vault,Silver,Summer,Rodion
1988,Seoul,Athletics,Athletics,"GÜNTHÖR, Werner",SUI,Men,Shot Put,Bronze,Summer,Werner
1988,Seoul,Athletics,Athletics,"TIMMERMANN, Ulf",GDR,Men,Shot Put,Gold,Summer,Ulf
1988,Seoul,Athletics,Athletics,"BARNES, Eric Randolph",USA,Men,Shot Put,Silver,Summer,Eric
1988,Seoul,Athletics,Athletics,"LI, Mei-Su",CHN,Women,Shot Put,Bronze,Summer,Mei-Su
1988,Seoul,Athletics,Athletics,"LISOVSKAYA, Natalya",URS,Women,Shot Put,Gold,Summer,Natalya
1988,Seoul,Athletics,Athletics,"NEIMKE, Kathrin",GDR,Women,Shot Put,Silver,Summer,Kathrin
1988,Seoul,Athletics,Athletics,"KOVALENKO, Alexandre",URS,Men,Triple Jump,Bronze,Summer,Alexandre
1988,Seoul,Athletics,Athletics,"MARKOV, Kristo Gantchev",BUL,Men,Triple Jump,Gold,Summer,Kristo
1988,Seoul,Athletics,Athletics,"LAPSHIN, Igor",URS,Men,Triple Jump,Silver,Summer,Igor
1988,Seoul,Basketball,Basketball,"ANDERSON, William Lloyd",USA,Men,Basketball,Bronze,Summer,William
1988,Seoul,Basketball,Basketball,"AUGMON, Stacey O.",USA,Men,Basketball,Bronze,Summer,Stacey
1988,Seoul,Basketball,Basketball,"COLES, Vernell E.",USA,Men,Basketball,Bronze,Summer,Vernell
1988,Seoul,Basketball,Basketball,"GRAYER, Jeffrey",USA,Men,Basketball,Bronze,Summer,Jeffrey
1988,Seoul,Basketball,Basketball,"HAWKINS, Hersey",USA,Men,Basketball,Bronze,Summer,Hersey
1988,Seoul,Basketball,Basketball,"MAJERLE, Daniel Lewis",USA,Men,Basketball,Bronze,Summer,Daniel
1988,Seoul,Basketball,Basketball,"MANNING, Danniel Ricardo",USA,Men,Basketball,Bronze,Summer,Danniel
1988,Seoul,Basketball,Basketball,"REID, Herman J.R. Jr.",USA,Men,Basketball,Bronze,Summer,Herman
1988,Seoul,Basketball,Basketball,"RICHMOND, Mitchell J.",USA,Men,Basketball,Bronze,Summer,Mitchell
1988,Seoul,Basketball,Basketball,"ROBINSON, David Maurice",USA,Men,Basketball,Bronze,Summer,David
1988,Seoul,Basketball,Basketball,"SMITH, Charles Daniel",USA,Men,Basketball,Bronze,Summer,Charles
1988,Seoul,Basketball,Basketball,"SMITH, Charles Edward Iv",USA,Men,Basketball,Bronze,Summer,Charles
1988,Seoul,Basketball,Basketball,"BELOSTENNYI, Aleksandr",URS,Men,Basketball,Gold,Summer,Aleksandr
1988,Seoul,Basketball,Basketball,"GOBOROV, Valeri",URS,Men,Basketball,Gold,Summer,Valeri
1988,Seoul,Basketball,Basketball,"KHOMICHUS, Valdemaras",URS,Men,Basketball,Gold,Summer,Valdemaras
1988,Seoul,Basketball,Basketball,"KURTINAITIS, Rimas",URS,Men,Basketball,Gold,Summer,Rimas
1988,Seoul,Basketball,Basketball,"MARCHULENIS, Raimundas",URS,Men,Basketball,Gold,Summer,Raimundas
1988,Seoul,Basketball,Basketball,"MIGLIENIKS, Igors",URS,Men,Basketball,Gold,Summer,Igors
1988,Seoul,Basketball,Basketball,"PANKRASHKIN, Viktor",URS,Men,Basketball,Gold,Summer,Viktor
1988,Seoul,Basketball,Basketball,"SABONIS, Arvydas",URS,Men,Basketball,Gold,Summer,Arvydas
1988,Seoul,Basketball,Basketball,"SOOK, Tiit",URS,Men,Basketball,Gold,Summer,Tiit
1988,Seoul,Basketball,Basketball,"TARAKANOV, Sergei",URS,Men,Basketball,Gold,Summer,Sergei
1988,Seoul,Basketball,Basketball,"TIKHONENKO, Valeri",URS,Men,Basketball,Gold,Summer,Valeri
1988,Seoul,Basketball,Basketball,"VOLKOV, Aleksandr",URS,Men,Basketball,Gold,Summer,Aleksandr
1988,Seoul,Basketball,Basketball,"ARAPOVIC, Franjo",YUG,Men,Basketball,Silver,Summer,Franjo
1988,Seoul,Basketball,Basketball,"CUTURA, Zoran",YUG,Men,Basketball,Silver,Summer,Zoran
1988,Seoul,Basketball,Basketball,"CVJETICANIN, Danko",YUG,Men,Basketball,Silver,Summer,Danko
1988,Seoul,Basketball,Basketball,"DIVAC, Vladimir",YUG,Men,Basketball,Silver,Summer,Vladimir
1988,Seoul,Basketball,Basketball,"KUKOC, Toni",YUG,Men,Basketball,Silver,Summer,Toni
1988,Seoul,Basketball,Basketball,"OBRADOVIC, Zeljko",YUG,Men,Basketball,Silver,Summer,Zeljko
1988,Seoul,Basketball,Basketball,"PASPALJ, Zarko",YUG,Men,Basketball,Silver,Summer,Zarko
1988,Seoul,Basketball,Basketball,"PETROVIC, Drazen",YUG,Men,Basketball,Silver,Summer,Drazen
1988,Seoul,Basketball,Basketball,"RADJA, Dino",YUG,Men,Basketball,Silver,Summer,Dino
1988,Seoul,Basketball,Basketball,"RADULOVIC, Zdravko",YUG,Men,Basketball,Silver,Summer,Zdravko
1988,Seoul,Basketball,Basketball,"VRANKOVIC, Stojan",YUG,Men,Basketball,Silver,Summer,Stojan
1988,Seoul,Basketball,Basketball,"ZDOVC, Juri",YUG,Men,Basketball,Silver,Summer,Juri
1988,Seoul,Basketball,Basketball,"BAREL, Olessya",URS,Women,Basketball,Bronze,Summer,Olessya
1988,Seoul,Basketball,Basketball,"BURYAKINA, Olga",URS,Women,Basketball,Bronze,Summer,Olga
1988,Seoul,Basketball,Basketball,"GERLITS, Irina",URS,Women,Basketball,Bronze,Summer,Irina
1988,Seoul,Basketball,Basketball,"KUDASHOVA, Elena",URS,Women,Basketball,Bronze,Summer,Elena
1988,Seoul,Basketball,Basketball,"LEONOVA, Aleksandra",URS,Women,Basketball,Bronze,Summer,Aleksandra
1988,Seoul,Basketball,Basketball,"MINKH, Irina",URS,Women,Basketball,Bronze,Summer,Irina
1988,Seoul,Basketball,Basketball,"SAVITSKAYA, Galina",URS,Women,Basketball,Bronze,Summer,Galina
1988,Seoul,Basketball,Basketball,"SUMNIKOVA, Irina",URS,Women,Basketball,Bronze,Summer,Irina
1988,Seoul,Basketball,Basketball,"TUOMAITE, Vitaliya",URS,Women,Basketball,Bronze,Summer,Vitaliya
1988,Seoul,Basketball,Basketball,"YAKOVLEVA, Olga",URS,Women,Basketball,Bronze,Summer,Olga
1988,Seoul,Basketball,Basketball,"ZASULSKAYA, Natalya",URS,Women,Basketball,Bronze,Summer,Natalya
1988,Seoul,Basketball,Basketball,"ZHEVKOVA, Olga",URS,Women,Basketball,Bronze,Summer,Olga
1988,Seoul,Basketball,Basketball,"BROWN, Cynthia Louise",USA,Women,Basketball,Gold,Summer,Cynthia
1988,Seoul,Basketball,Basketball,"BULLETT, Victoria",USA,Women,Basketball,Gold,Summer,Victoria
1988,Seoul,Basketball,Basketball,"COOPER, Cynthia Lynne",USA,Women,Basketball,Gold,Summer,Cynthia
1988,Seoul,Basketball,Basketball,"DONOVAN, Anne Theresa",USA,Women,Basketball,Gold,Summer,Anne
1988,Seoul,Basketball,Basketball,"EDWARDS, Teresa",USA,Women,Basketball,Gold,Summer,Teresa
1988,Seoul,Basketball,Basketball,"ETHRIDGE, Mary Camille",USA,Women,Basketball,Gold,Summer,Mary
1988,Seoul,Basketball,Basketball,"GILLOM, Jennifer",USA,Women,Basketball,Gold,Summer,Jennifer
1988,Seoul,Basketball,Basketball,"GORDON, Bridgette C.",USA,Women,Basketball,Gold,Summer,Bridgette
1988,Seoul,Basketball,Basketball,"LLOYD, Andrea Lane",USA,Women,Basketball,Gold,Summer,Andrea
1988,Seoul,Basketball,Basketball,"MCCLAIN, Katrina Felicia",USA,Women,Basketball,Gold,Summer,Katrina
1988,Seoul,Basketball,Basketball,"MCCONNELL, Suzanne",USA,Women,Basketball,Gold,Summer,Suzanne
1988,Seoul,Basketball,Basketball,"WEATHERSPOON, Teresa",USA,Women,Basketball,Gold,Summer,Teresa
1988,Seoul,Basketball,Basketball,"ARBUTINA, Andjelija",YUG,Women,Basketball,Silver,Summer,Andjelija
1988,Seoul,Basketball,Basketball,"BAJKUSA, Vesna",YUG,Women,Basketball,Silver,Summer,Vesna
1988,Seoul,Basketball,Basketball,"DORNIK, Polona",YUG,Women,Basketball,Silver,Summer,Polona
1988,Seoul,Basketball,Basketball,"GOLIC, Sladjana",YUG,Women,Basketball,Silver,Summer,Sladjana
1988,Seoul,Basketball,Basketball,"KVESIC, Kornelija",YUG,Women,Basketball,Silver,Summer,Kornelija
1988,Seoul,Basketball,Basketball,"LAKIC, Mara",YUG,Women,Basketball,Silver,Summer,Mara
1988,Seoul,Basketball,Basketball,"LELAS, Zana",YUG,Women,Basketball,Silver,Summer,Zana
1988,Seoul,Basketball,Basketball,"MILOSEVIC, Bojana",YUG,Women,Basketball,Silver,Summer,Bojana
1988,Seoul,Basketball,Basketball,"MUJANOVIC, Razija",YUG,Women,Basketball,Silver,Summer,Razija
1988,Seoul,Basketball,Basketball,"NAKIC, Danira",YUG,Women,Basketball,Silver,Summer,Danira
1988,Seoul,Basketball,Basketball,"VANGELOVSKA, Stojna",YUG,Women,Basketball,Silver,Summer,Stojna
1988,Seoul,Basketball,Basketball,"WILD, Eleonora",YUG,Women,Basketball,Silver,Summer,Eleonora
1988,Seoul,Boxing,Boxing,"ISASZEGI, Robert",HUN,Men,- 48KG (Light-Flyweight),Bronze,Summer,Robert
1988,Seoul,Boxing,Boxing,"SERANTES, Leopoldo",PHI,Men,- 48KG (Light-Flyweight),Bronze,Summer,Leopoldo
1988,Seoul,Boxing,Boxing,"KHRISTOV, Ivailo Marinov",BUL,Men,- 48KG (Light-Flyweight),Gold,Summer,Ivailo
1988,Seoul,Boxing,Boxing,"CARBAJAL, Michael",USA,Men,- 48KG (Light-Flyweight),Silver,Summer,Michael
1988,Seoul,Boxing,Boxing,"MIROSHNICHENKO, Aleksandr",URS,Men,+ 91KG (Super Heavyweight),Bronze,Summer,Aleksandr
1988,Seoul,Boxing,Boxing,"ZARENKIEWICZ, Janusz",POL,Men,+ 91KG (Super Heavyweight),Bronze,Summer,Janusz
1988,Seoul,Boxing,Boxing,"LEWIS, Lennox",CAN,Men,+ 91KG (Super Heavyweight),Gold,Summer,Lennox
1988,Seoul,Boxing,Boxing,"BOWE, Riddick Lamont",USA,Men,+ 91KG (Super Heavyweight),Silver,Summer,Riddick
1988,Seoul,Boxing,Boxing,"GONZALEZ, Mario",MEX,Men,48 - 51KG (Flyweight),Bronze,Summer,Mario
1988,Seoul,Boxing,Boxing,"SKRYABIN, Timofei",URS,Men,48 - 51KG (Flyweight),Bronze,Summer,Timofei
1988,Seoul,Boxing,Boxing,"KIM, Kwang-Sun",KOR,Men,48 - 51KG (Flyweight),Gold,Summer,Kwang-Sun
1988,Seoul,Boxing,Boxing,"TEWS, Andreas",GDR,Men,48 - 51KG (Flyweight),Silver,Summer,Andreas
1988,Seoul,Boxing,Boxing,"JULIO ROCHA, Jorge Eliecer",COL,Men,51 - 54KG (Bantamweight),Bronze,Summer,Jorge
1988,Seoul,Boxing,Boxing,"MOOLSAN, Phajol",THA,Men,51 - 54KG (Bantamweight),Bronze,Summer,Phajol
1988,Seoul,Boxing,Boxing,"MCKINNEY, Kennedy",USA,Men,51 - 54KG (Bantamweight),Gold,Summer,Kennedy
1988,Seoul,Boxing,Boxing,"KRISTOV, Aleksandar",BUL,Men,51 - 54KG (Bantamweight),Silver,Summer,Aleksandar
1988,Seoul,Boxing,Boxing,"ACHIK, Abdelhak",MAR,Men,54 - 57KG (Featherweight),Bronze,Summer,Abdelhak
1988,Seoul,Boxing,Boxing,"LEE, Jae-Hyuk",KOR,Men,54 - 57KG (Featherweight),Bronze,Summer,Jae-Hyuk
1988,Seoul,Boxing,Boxing,"PARISI, Giovanni",ITA,Men,54 - 57KG (Featherweight),Gold,Summer,Giovanni
1988,Seoul,Boxing,Boxing,"DUMITRESCU, Daniel",ROU,Men,54 - 57KG (Featherweight),Silver,Summer,Daniel
1988,Seoul,Boxing,Boxing,"ELLIS, Romallis",USA,Men,57 - 60KG (Lightweight),Bronze,Summer,Romallis
1988,Seoul,Boxing,Boxing,"ENKHBAT, Nerguy",MGL,Men,57 - 60KG (Lightweight),Bronze,Summer,Nerguy
1988,Seoul,Boxing,Boxing,"ZÜLOW, Andreas",GDR,Men,57 - 60KG (Lightweight),Gold,Summer,Andreas
1988,Seoul,Boxing,Boxing,"CRAMNE, George",SWE,Men,57 - 60KG (Lightweight),Silver,Summer,George
1988,Seoul,Boxing,Boxing,"GIES, Reiner",FRG,Men,60 - 63.5KG (Light-Welterweight),Bronze,Summer,Reiner
1988,Seoul,Boxing,Boxing,"MYRBERG, Lars",SWE,Men,60 - 63.5KG (Light-Welterweight),Bronze,Summer,Lars
1988,Seoul,Boxing,Boxing,"YANOVSKI, Vyacheslav",URS,Men,60 - 63.5KG (Light-Welterweight),Gold,Summer,Vyacheslav
1988,Seoul,Boxing,Boxing,"CHENEY, Grahame",AUS,Men,60 - 63.5KG (Light-Welterweight),Silver,Summer,Grahame
1988,Seoul,Boxing,Boxing,"DYDAK, Jan",POL,Men,63.5 - 67KG (Welterweight),Bronze,Summer,Jan
1988,Seoul,Boxing,Boxing,"GOULD, Kenneth",USA,Men,63.5 - 67KG (Welterweight),Bronze,Summer,Kenneth
1988,Seoul,Boxing,Boxing,"WANGILA, Robert",KEN,Men,63.5 - 67KG (Welterweight),Gold,Summer,Robert
1988,Seoul,Boxing,Boxing,"BOUDOUANI, Laurent",FRA,Men,63.5 - 67KG (Welterweight),Silver,Summer,Laurent
1988,Seoul,Boxing,Boxing,"DOWNEY, Raymond Tyler",CAN,Men,67 - 71KG (Light-Middleweight),Bronze,Summer,Raymond
1988,Seoul,Boxing,Boxing,"WOODHALL, Richard",GBR,Men,67 - 71KG (Light-Middleweight),Bronze,Summer,Richard
1988,Seoul,Boxing,Boxing,"PARK, Si-Hun",KOR,Men,67 - 71KG (Light-Middleweight),Gold,Summer,Si-Hun
1988,Seoul,Boxing,Boxing,"JONES, Roy L. Ilnd",USA,Men,67 - 71KG (Light-Middleweight),Silver,Summer,Roy
1988,Seoul,Boxing,Boxing,"SANDE, Christopher",KEN,Men,71-75KG,Bronze,Summer,Christopher
1988,Seoul,Boxing,Boxing,"SYED, Hussain Shah",PAK,Men,71-75KG,Bronze,Summer,Hussain
1988,Seoul,Boxing,Boxing,"MASKE, Henry",GDR,Men,71-75KG,Gold,Summer,Henry
1988,Seoul,Boxing,Boxing,"MARCUS, Egerton",CAN,Men,71-75KG,Silver,Summer,Egerton
1988,Seoul,Boxing,Boxing,"PETRICH, Henryk",POL,Men,75 - 81KG (Light-Heavyweight),Bronze,Summer,Henryk
1988,Seoul,Boxing,Boxing,"SKARO, Damir",YUG,Men,75 - 81KG (Light-Heavyweight),Bronze,Summer,Damir
1988,Seoul,Boxing,Boxing,"MAYNARD, Andrew Lester",USA,Men,75 - 81KG (Light-Heavyweight),Gold,Summer,Andrew
1988,Seoul,Boxing,Boxing,"SHANAVAZOV, Nurmagomed",URS,Men,75 - 81KG (Light-Heavyweight),Silver,Summer,Nurmagomed
1988,Seoul,Boxing,Boxing,"GOLOTA, Andrzej",POL,Men,81 - 91KG (Heavyweight),Bronze,Summer,Andrzej
1988,Seoul,Boxing,Boxing,"VANDERLIJDE, Arnold",NED,Men,81 - 91KG (Heavyweight),Bronze,Summer,Arnold
1988,Seoul,Boxing,Boxing,"MERCER, Raymond A.",USA,Men,81 - 91KG (Heavyweight),Gold,Summer,Raymond
1988,Seoul,Boxing,Boxing,"BAIK, Hyun-Man",KOR,Men,81 - 91KG (Heavyweight),Silver,Summer,Hyun-Man
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BUKHALOV, Nikolai Petkov",BUL,Men,C-1 1000M (Canoe Single),Bronze,Summer,Nikolai
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"KLEMENTYEV, Ivans",URS,Men,C-1 1000M (Canoe Single),Gold,Summer,Ivans
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"SCHMIDT, Jorg",GDR,Men,C-1 1000M (Canoe Single),Silver,Summer,Jorg
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MARINOV, Martin Guerguiev",BUL,Men,C-1 500M (Canoe Single),Bronze,Summer,Martin
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"HEUKRODT, Olaf",GDR,Men,C-1 500M (Canoe Single),Gold,Summer,Olaf
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"SLIWINSKI, Michal",URS,Men,C-1 500M (Canoe Single),Silver,Summer,Michal
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DOPIERALA, Marek",POL,Men,C-2 1000M (Canoe Double),Bronze,Summer,Marek
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"LBIK, Marek",POL,Men,C-2 1000M (Canoe Double),Bronze,Summer,Marek
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"JURAVSCHI, Nikolai",URS,Men,C-2 1000M (Canoe Double),Gold,Summer,Nikolai
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"RENEYSKIY, Viktor",URS,Men,C-2 1000M (Canoe Double),Gold,Summer,Viktor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"HEUKRODT, Olaf",GDR,Men,C-2 1000M (Canoe Double),Silver,Summer,Olaf
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"SPELLY, Ingo",GDR,Men,C-2 1000M (Canoe Double),Silver,Summer,Ingo
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BETTIN, Joel",FRA,Men,C-2 500M (Canoe Double),Bronze,Summer,Joel
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"RENAUD, Philippe",FRA,Men,C-2 500M (Canoe Double),Bronze,Summer,Philippe
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"JURAVSCHI, Nikolai",URS,Men,C-2 500M (Canoe Double),Gold,Summer,Nikolai
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"RENEYSKIY, Viktor",URS,Men,C-2 500M (Canoe Double),Gold,Summer,Viktor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DOPIERALA, Marek",POL,Men,C-2 500M (Canoe Double),Silver,Summer,Marek
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"LBIK, Marek",POL,Men,C-2 500M (Canoe Double),Silver,Summer,Marek
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"WOHLLEBE, Andre",GDR,Men,K-1 1000M (Kayak Single),Bronze,Summer,Andre
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BARTON, Gregory Mark",USA,Men,K-1 1000M (Kayak Single),Gold,Summer,Gregory
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DAVIES, Grant",AUS,Men,K-1 1000M (Kayak Single),Silver,Summer,Grant
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MAC DONALD, Christopher Paul",NZL,Men,K-1 500M (Kayak Single),Bronze,Summer,Christopher
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GYULAY, Zsolt",HUN,Men,K-1 500M (Kayak Single),Gold,Summer,Zsolt
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"STAHLE, Andreas",GDR,Men,K-1 500M (Kayak Single),Silver,Summer,Andreas
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DYLEWSKA, Izabela",POL,Women,K-1 500M (Kayak Single),Bronze,Summer,Izabela
